1.81865295584287	-3.63730591168573	1.81865295584287	0	0	0	0	0	0	0
-3.63730591168573	9.09326477921433	-7.27461182337146	1.81865295584287	0	0	0	0	0	0
1.81865295584287	-7.27461182337146	10.9119177350572	-7.27461182337146	1.81865295584287	0	0	0	0	0
0	1.81865295584287	-7.27461182337146	10.9119177350572	-7.27461182337146	1.81865295584287	0	0	0	0
0	0	1.81865295584287	-7.27461182337146	10.9119177350572	-7.27461182337146	1.81865295584287	0	0	0
0	0	0	1.81865295584287	-7.27461182337146	10.9119177350572	-7.27461182337146	1.81865295584287	0	0
0	0	0	0	1.81865295584287	-7.27461182337146	10.9119177350572	-7.27461182337146	1.81865295584287	0
0	0	0	0	0	1.81865295584287	-7.27461182337146	10.9119177350572	-7.27461182337146	1.81865295584287
0	0	0	0	0	0	1.81865295584287	-7.27461182337146	9.09326477921433	-3.63730591168573
0	0	0	0	0	0	0	1.81865295584287	-3.63730591168573	1.81865295584287
